Date,Reference,Texte,Type
08/06/2020,EPJ01080103,"Q − Selon le dernier rapport de l'AIEA l'Iran poursuit l'augmentation de ses
stocks d'uranium enrichi et refuse de laisser les inspecteurs accéder à des
sites soupçonnés d'avoir abrité des activités suspectes dans le passé. Quelle
est votre stratégie pour convaincre l'Iran de revenir sur ses engagements vu
que les efforts de l'E3 depuis le début de l'année, dont le déclenchement du
mécanisme de différend au sein du JCPOA, n'ont eu aucun résultat ? R − Nous
avons pris connaissance du dernier rapport trimestriel de l'AIEA sur la mise en
oeuvre du JCPoA, confirmant la poursuite des violations par l'Iran de ses
engagements nucléaires au titre du JCPoA. Nous restons pleinement attachés
au JCPoA qui est essentiel dans l'architecture globale de non−prolifération et le
seul moyen d'apporter des garanties quant à la nature exclusivement pacifique
du programme nucléaire iranien. C'est la raison pour laquelle nous avons
déclenché, avec nos partenaires E3, le mécanisme de règlement des
différends du JCPoA le 14 janvier afin d'ouvrir, dans le cadre strict de l'accord,
un espace de dialogue en vue de trouver une solution qui permette de le
préserver. Ce dialogue se poursuit de manière intensive entre les participants
au JCPoA, ainsi que de manière bilatérale entre les E3, la Russie et la Chine,
et avec l'Iran, afin que l'Iran revienne au plein respect de ses engagements au
455
titre du JCPoA. L'AIEA a également publié un rapport spécifique concernant le
manque de coopération de l'Iran au titre de ses obligations de transparence et
de vérification. Nous sommes préoccupés par les difficultés dont fait état l'AIEA
concernant la conduite de ses inspections. En lien avec nos partenaires, nous
appelons l'Iran à coopérer pleinement et sans délai avec l'AIEA et réaffirmons
notre soutien au travail impartial et professionnel mené par l'Agence./.",Point de presse
03/06/2020,EPJ01078402,"Q − Le président russe Vladimir Poutine a approuvé hier un nouveau document
qui définit les principaux dangers pour la Russie et évoque les conditions dans
lesquelles la Russie pourrait se réserver le droit d'avoir recours à l'arme
nucléaire. Avez−vous déjà pris connaissance de ce document ? Comment
pouvez−vous le commenter ? R − Nous avons pris connaissance de la
publication hier par le président Poutine d'un décret portant sur la dissuasion
nucléaire. Nous allons l'examiner attentivement. La France appelle
régulièrement, récemment encore par la voix du président de la République
dans son discours du 7 février dernier, les autres Etats dotés à présenter
publiquement, comme elle le fait elle−même, les fondamentaux de leur doctrine
nucléaire et à poursuivre le dialogue sur les doctrines engagé au sein du P5
entre la France, le Royaume−Uni, les Etats−Unis, la Russie et la Chine. Cet
effort contribue à accroître la transparence et la confiance mutuelle entre eux
et il est donc essentiel pour préserver notre sécurité collective et réduire les
risques stratégiques./.",Point de presse
02/06/2020,EPJ01077905,"Q − Soutenez−vous la participation de la Russie au prochain sommet du G7,
comme l'a souhaité le président américain Donald Trump ? R − La décision
concernant la Fédération de Russie a été prise en 2014 par le G7. De la même
façon, toute nouvelle décision devra être prise d'un commun accord par les
pays du G7, à l'aune de la mise en oeuvre des accords de Minsk.",Point de presse
02/06/2020,EPJ01077906,"Q − Dans votre déclaration du 29 mai sur l'Iran vous avez évoqué le
déclenchement du mécanisme de règlement des différends du JCPOA et le fait
que ça ouvrait un espace de dialogue en vue de trouver une solution qui
permette de préserver l'accord. Depuis le 14 janvier est−ce que les membres
du JCPOA ont eu une réunion entre les six dans le cadre spécifique du
mécanisme pour discuter directement et avec profondeur le fond des différends
? R − La Commission conjointe réunissant les participants au Plan global
d'action commun (PGAC − JCPoA) s'est réunie à Vienne le 26 février dernier,
au niveau des directeurs politiques. Elle a été l'occasion d'aborder l'ensemble
des sujets de préoccupation des participants, notamment les mesures prises
par l'Iran en violation du JCPoA. Depuis, le dialogue se poursuit de manière
intensive, malgré les difficultés liées à la pandémie, entre les participants au
JCPoA, ainsi que de manière bilatérale entre les E3, la Russie et la Chine, et
456
avec l'Iran.",Point de presse
29/05/2020,EPJ01077306,"Q − L'Allemagne a accusé la Russie d'être responsable des cyberattaques de
2015 contre le Bundestag et les services de la chancellerie. La France a−t−elle
la même analyse ? Comment l'Union européenne doit−elle réagir ? R − La
France est aux côtés de l'Allemagne pour assurer que les auteurs de ces
attaques rendent compte de leurs actes. Des discussions sur les outils
susceptibles d'être mobilisés, dans ce contexte, doivent avoir lieu dans le cadre
de l'Union européenne. Ceux qui menacent les intérêts de l'Union et de ses
Etats membres dans le cyberespace doivent savoir que ces actions ne
resteront pas impunies. C'est la raison pour laquelle la France avait activement
soutenu l'adoption du régime de sanction adopté le 17 mai 2019 et renouvelé
le 14 mai dernier pour un an. La France rappelle son attachement et son
engagement actif pour promouvoir un cyberespace libre, ouvert et sûr dans
lequel le droit international s'applique pleinement./.",Point de presse
27/05/2020,EPJ01076202,"Q − Le président Poutine a fixé au 24 juin la nouvelle date du Défilé de la
victoire 2020 qui avait été annulé le 9 mai en raison de la pandémie de
Covid−19. Est−ce que la France a déjà reçu l'invitation ? Qui va représenter la
France lors de cette célébration ? R − S'agissant d'une invitation qui serait
adressée au président de la République, nous vous renvoyons vers l'Elysée.",Point de presse
22/05/2020,EPJ01075001,"Communiqué des ministères des affaires étrangères de la France, de
l'Allemagne, de la Belgique, de l'Espagne, de la Finlande, de l'Italie, du
Luxembourg, des Pays−Bas, du Portugal, de la République tchèque et de la
Suède (22 mai 2020) Nous regrettons l'annonce du gouvernement des
Etats−Unis de son intention de se retirer du Traité ciel ouvert, bien que nous
partageons ses préoccupations relatives à la mise en oeuvre des dispositions
du traité par la Fédération de Russie. Le Traité ciel ouvert est un élément
crucial du cadre de renforcement de la confiance qui a été créé au cours des
décennies passées en vue d'accroître la transparence et la sécurité à travers la
zone euro−atlantique. Nous continuerons à mettre en oeuvre le Traité ciel
ouvert qui a une valeur ajoutée évidente pour notre architecture de maîtrise
des armements conventionnels et notre sécurité commune. Nous réaffirmons
que ce traité demeure fonctionnel et utile. Le retrait devient effectif au terme
d'un délai de six mois. S'agissant des questions sur la mise en oeuvre du traité,
nous continuerons à dialoguer avec la Russie comme cela a été
précédemment décidé entre Alliés de l'OTAN et d'autres partenaires
européens afin de régler les questions en suspens telles que les restrictions
indues imposées sur les vols au−dessus de Kaliningrad. Nous continuons à
appeler la Fédération de Russie à lever ces restrictions et poursuivons notre
dialogue avec toutes les Parties. * Q − Le président américain a annoncé ce
457
jeudi 21 mai son intention de retirer les Etats−Unis du traité Ciel ouvert.
Comment pouvez−vous évaluer cette décision ? R − Je vous renvoie à notre
communiqué de ce jour.",Point de presse
20/03/2020,EPJ01056401,"Q − L'ambassade de Russie à Paris a envoyé une note au ministère français
des affaires étrangères pour lui demander de débloquer la situation des
touristes russes qui ne peuvent toujours pas quitter le navire de croisière Costa
Pacifica (""Costa Pacifica"") situé près de Marseille. Selon la porte−parole du
ministère russe des affaires étrangères Maria Zakharova, le consulat général
de Russie à Marseille, l'ambassade de Russie à Paris ont pris des mesures
actives pendant plusieurs jours pour préparer leur réunion à Marseille, mais
l'autorisation n'a pas encore été reçue. Comment vous pouvez commenter
cette situation ? Q − Hier les passagers du paquebot de croisières Costa
Pacifica ont été notifiés qu'après le refus de l'Espagne, l'escale prévue à
Marseille aussi n'est pas possible et que la prochaine tentative de toucher le
port sera à Gênes. Il n'y aucun cas de suspicion de Covid−19 à bord. Est−ce
que vous avez reçu la note de la part de l'ambassade russe à Paris concernant
les passagers de ce navire ? Quelle sera la solution pour les étrangers à bord
du navire ? La France peut−elle accepter le débarquement des gens à
Marseille ? R − Une note verbale de l'ambassade de Russie mentionnant la
situation que vous évoquez nous est parvenue ce matin. Nous suivons la
situation en lien avec l'ensemble des administrations compétentes. Nous vous
renvoyons au ministère de l'intérieur./.",Point de presse
06/03/2020,EPJ01051802,"L'ouverture du procès, le 9 mars à La Haye, des quatre suspects de la
destruction du vol MH17 le 17 juillet 2014, constitue une étape importante pour
parvenir à l'établissement des faits et rendre justice aux familles et aux proches
des victimes. La France réaffirme son soutien aux Etats membres de l'équipe
commune d'enquête. Elle appelle la Fédération de Russie à coopérer
pleinement avec les autorités judiciaires néerlandaises, conformément à la
résolution 2166 du Conseil de sécurité des Nations unies.",Point de presse
06/03/2020,EPJ01051804,,Point de presse
05/03/2020,EPJ01051102,"M. Jean−Yves le Drian, ministre de l'Europe et des affaires étrangères,
participera à la réunion informelle des ministres des affaires étrangères de
l'Union européenne à Zagreb le 5 mars 2020 puis au Conseil des affaires
étrangères extraordinaire qui s'y tiendra le lendemain. Lors de la réunion
informelle du 5 mars, les ministres aborderont la relation entre l'Union
européenne et la Russie d'une part et la relation entre l'Union européenne et la
Turquie d'autre part. S'agissant de la Russie, la discussion devrait initier une
réflexion de fond sur la relation, en ayant à l'esprit les cinq principes directeurs
agréés en 2016 pour guider les relations entre l'UE et la Russie. Concernant la
discussion sur la Turquie, le ministre insistera sur la nécessité d'un dialogue
ferme et exigeant sur les différents aspects de la relation entre l'Union
européenne et la Turquie, y compris les crises en Syrie et en Libye. Une
réunion formelle extraordinaire du Conseil des affaires étrangères se tiendra le
6 mars afin d'aborder la crise provoquée par l'offensive du régime syrien et de
ses soutiens, notamment russes, dans la région d'Idlib. M. Jean−Yves Le Drian
reviendra sur les graves conséquences politiques, humanitaires, migratoires et
sécuritaires de cette crise. Il rappellera l'importance de l'unité européenne afin
d'oeuvrer à une désescalade en Syrie et de répondre aux souffrances des
populations civiles par un renforcement de l'aide humanitaire européenne. Le
ministre appellera à refuser l'instrumentalisation de la question migratoire par la
Turquie tout en apportant une réponse aux besoins des réfugiés dans la
région. Eu égard aux préoccupations liées au Coronavirus dans les pays de
l'Union européenne, les ministres évoqueront également ce sujet pour rappeler
le besoin de renforcement de la coordination, au niveau européen, en termes
d'échanges d'information, de mesures sanitaires, de relations avec les pays
tiers et de communication publique. Ces thèmes seront également à l'ordre du
jour du Conseil santé extraordinaire de l'Union européenne qui se tiendra le 6
mars à Bruxelles.",Point de presse
